task_name,method,seed,num_episodes,beta,ridge,policy_value,behavior_value,optimal_value,suboptimality_gap,root_action,root_action_count,expected_chosen_count,low_support_mass,action_agreement_mass,chosen_action_q_error,chosen_action_bonus,chosen_feature_novelty,root_true_q,root_q_hat,root_q_value,root_bonus
linear_branching_mdp,greedy,0,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,1.0,2.0,3.0,0.6666666666666666,0.3204800783188905,0.0,0.0,0.7,0.9156898926138713,0.9156898926138713,0.0
linear_branching_mdp,support_masked,0,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,24.0,0.0,0.6666666666666666,0.16227808870449312,0.0,0.0,0.7999999999999999,0.8638990459497268,0.8638990459497268,0.0
linear_branching_mdp,greedy,1,10,0.0,1.0,0.55,0.74255,0.95,0.3999999999999999,0,9.0,12.0,1.0,0.3333333333333333,0.40825331664321246,0.0,0.0,0.55,0.9948089577226799,0.9948089577226799,0.0
linear_branching_mdp,support_masked,1,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.07389006808221694,0.0,0.0,0.7999999999999999,0.7938562731789237,0.7938562731789237,0.0
linear_branching_mdp,greedy,2,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,-0.23911668454197943,0.0,0.0,0.7999999999999999,0.5678282506736321,0.5678282506736321,0.0
linear_branching_mdp,support_masked,2,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,-0.24222540639744206,0.0,0.0,0.7999999999999999,0.5585020851072442,0.5585020851072442,0.0
linear_branching_mdp,greedy,3,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,1.0,4.0,2.0,0.6666666666666666,0.425718343689959,0.0,0.0,0.7,1.1737800151198958,1.1737800151198958,0.0
linear_branching_mdp,support_masked,3,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.08649718449489596,0.0,0.0,0.7999999999999999,0.9177330858170712,0.9177330858170712,0.0
linear_branching_mdp,greedy,4,10,0.0,1.0,0.55,0.74255,0.95,0.3999999999999999,0,10.0,11.0,2.0,0.3333333333333333,0.37485225017149154,0.0,0.0,0.55,0.9743134003288397,0.9743134003288397,0.0
linear_branching_mdp,support_masked,4,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,28.0,0.0,0.6666666666666666,0.12477463137588692,0.0,0.0,0.7999999999999999,0.9460238676745426,0.9460238676745426,0.0
linear_branching_mdp,greedy,5,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,1.0,3.0,3.0,0.6666666666666666,0.4370211220819001,0.0,0.0,0.7,1.2727953352521684,1.2727953352521684,0.0
linear_branching_mdp,support_masked,5,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,27.0,0.0,0.6666666666666666,0.10598728317179185,0.0,0.0,0.7999999999999999,0.8903700584064299,0.8903700584064299,0.0
linear_branching_mdp,greedy,6,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.09795668789514571,0.0,0.0,0.7999999999999999,0.8376547041410121,0.8376547041410121,0.0
linear_branching_mdp,support_masked,6,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.09795668789514571,0.0,0.0,0.7999999999999999,0.8376547041410121,0.8376547041410121,0.0
linear_branching_mdp,greedy,7,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,1.0,3.0,3.0,0.6666666666666666,0.6587454262268119,0.0,0.0,0.7,1.4457644012023385,1.4457644012023385,0.0
linear_branching_mdp,support_masked,7,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,27.0,0.0,0.6666666666666666,0.16943828307101147,0.0,0.0,0.7999999999999999,0.8552436806498769,0.8552436806498769,0.0
linear_branching_mdp,greedy,8,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,3.0,9.0,0.0,0.6666666666666666,-0.0059386644839246605,0.0,0.0,0.7,0.6804254240627987,0.6804254240627987,0.0
linear_branching_mdp,support_masked,8,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,3.0,9.0,0.0,0.6666666666666666,-0.006977762651879549,0.0,0.0,0.7,0.677308129558934,0.677308129558934,0.0
linear_branching_mdp,greedy,9,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,27.0,0.0,0.6666666666666666,0.01750000965187622,0.0,0.0,0.7999999999999999,0.8878166297964999,0.8878166297964999,0.0
linear_branching_mdp,support_masked,9,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,27.0,0.0,0.6666666666666666,0.01750000965187622,0.0,0.0,0.7999999999999999,0.8878166297964999,0.8878166297964999,0.0
linear_branching_mdp,greedy,10,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,30.0,0.0,0.6666666666666666,-0.22546913249768183,0.0,0.0,0.7999999999999999,0.5004713632290129,0.5004713632290129,0.0
linear_branching_mdp,support_masked,10,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,30.0,0.0,0.6666666666666666,-0.22546913249768183,0.0,0.0,0.7999999999999999,0.5004713632290129,0.5004713632290129,0.0
linear_branching_mdp,greedy,11,10,0.0,1.0,0.95,0.74255,0.95,0.0,1,1.0,1.0,3.0,1.0,-0.32044422430802993,0.0,0.0,0.95,0.6155214237398828,0.6155214237398828,0.0
linear_branching_mdp,support_masked,11,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,-0.08706642921204115,0.0,0.0,0.7999999999999999,0.5642547551523585,0.5642547551523585,0.0
linear_branching_mdp,greedy,12,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,2.0,6.0,0.0,0.6666666666666666,0.4784732123399252,0.0,0.0,0.7,1.2125763671753131,1.2125763671753131,0.0
linear_branching_mdp,support_masked,12,10,0.0,1.0,0.7,0.74255,0.95,0.25,1,2.0,6.0,0.0,0.6666666666666666,0.46765774668163534,0.0,0.0,0.7,1.1801299702004437,1.1801299702004437,0.0
linear_branching_mdp,greedy,13,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,28.0,0.0,0.6666666666666666,0.12930406899303618,0.0,0.0,0.7999999999999999,0.9262982646000778,0.9262982646000778,0.0
linear_branching_mdp,support_masked,13,10,0.0,1.0,0.7999999999999999,0.74255,0.95,0.15000000000000002,0,10.0,28.0,0.0,0.6666666666666666,0.12930406899303618,0.0,0.0,0.7999999999999999,0.9262982646000778,0.9262982646000778,0.0
